hall_ticket_no,student_name,parent_name,parent_phone,maths1a,maths1b,physics1,chemistry1,maths2a,maths2b,physics2,chemistry2,ipe_total,eamcet_marks,final_score,rank_position
HTNO20250072,Michael Brady,Peter Valenzuela,9863218535,53,72,42,43,37,50,51,53,401,100,65.43981481481481,466
HTNO20250454,Michelle Perez,Caleb Wilkinson,7013285332,35,71,45,59,51,64,41,55,421,98,65.42824074074073,467
HTNO20250302,Thomas Jacobs,Miranda Archer,8777620506,30,37,30,40,66,69,59,48,379,102,65.3587962962963,468
HTNO20250482,Wendy Kim,Andrew Hodges,8951406886,32,55,44,21,37,31,50,58,328,107,65.34143518518519,469
HTNO20250390,Frank Rice,James Rios,8461710129,40,62,22,24,43,44,55,53,343,105,65.09837962962963,470
HTNO20250884,Hector Vega,Julie Cohen,6991997874,55,56,52,31,56,34,50,59,393,100,65.06944444444444,471
HTNO20250253,Michelle Howard PhD,Cindy Roberson,8068464054,56,45,39,44,65,50,33,57,389,100,64.88425925925927,472
HTNO20250405,Jennifer Hayes,Brandon Smith,9677448670,33,38,29,44,58,39,41,21,303,108,64.65277777777777,473
HTNO20250908,Michael Hendrix,Alicia Velazquez,7970225076,49,60,53,33,75,62,28,23,383,100,64.60648148148148,474
HTNO20250561,Timothy Frye,Tammy Griffin,7362065583,72,51,33,59,55,71,20,32,393,99,64.60069444444444,475
HTNO20250646,Kevin Cruz,Kayla Anderson,7282057468,57,39,39,32,55,69,57,24,372,101,64.56597222222223,476
HTNO20250078,Jordan Ortega,Kimberly Miller,9403029341,57,39,36,45,59,63,47,46,392,99,64.55439814814815,477
HTNO20250247,Lisa Acosta,Sally Brady,6948724014,33,39,35,60,70,36,60,58,391,99,64.50810185185185,478
HTNO20250103,Joseph Murray,Emily Cook,6146588146,41,72,43,35,69,63,31,36,390,99,64.46180555555556,479
HTNO20250003,James Miller,James Harrison,8415233124,51,31,54,58,54,60,57,20,385,99,64.23032407407408,480
HTNO20250856,Ryan Park,Rachel Perez,7172448384,49,50,49,39,49,46,36,56,374,100,64.18981481481481,481
HTNO20250795,Manuel Henry,William Waters,6914647544,61,31,52,46,57,51,47,28,373,100,64.14351851851852,482
HTNO20250077,Jessica Stevens,Joel Campbell,9000133055,51,61,51,45,67,32,50,45,402,97,64.07986111111111,483
HTNO20250568,Ashley Vaughn,Eric Alexander,8208982958,34,62,23,43,43,61,43,22,331,104,64.07407407407408,484
HTNO20250483,John Garcia,Robert Jackson,8252935468,31,44,55,45,56,49,46,34,360,101,64.01041666666666,485
HTNO20250678,Jennifer Martin,Elizabeth Ballard,6615128668,64,43,40,49,51,55,24,51,377,99,63.85995370370371,486
HTNO20250368,Walter Santos,Travis Morris,9195271358,48,45,32,59,67,57,49,30,387,98,63.85416666666667,487
HTNO20250332,Donald Cox,Zachary Rivera,6924027961,38,44,30,21,32,68,57,33,323,104,63.7037037037037,488
HTNO20250633,Jesse Lee,James Wright,7365769560,59,40,40,41,37,68,47,30,362,100,63.63425925925926,489
HTNO20250864,Nathan Lewis,Juan Gonzalez,8786785931,60,34,23,33,46,65,27,32,320,104,63.56481481481481,490
HTNO20250007,Jessica Hernandez,Patricia Hart,8686979014,54,39,33,34,48,57,46,28,339,102,63.50694444444444,491
HTNO20250068,Donna Greene,Mitchell Schmidt,7763256595,61,39,27,20,52,67,49,34,349,101,63.501157407407405,492
HTNO20250830,Dominique Jimenez,Robert Spence,7638644889,46,66,22,34,69,40,24,48,349,101,63.501157407407405,493
HTNO20250513,Edward Alexander,Kelli Vasquez,7035199190,69,64,25,20,57,46,29,38,348,101,63.454861111111114,494
HTNO20250520,Bruce Rivera,Vincent Schmidt,6879695311,64,70,43,38,62,52,23,56,408,95,63.420138888888886,495
HTNO20250272,Barry Lozano,Andrew Horne,6638620571,67,52,21,35,30,66,60,25,356,100,63.35648148148148,496
HTNO20250313,Shelly Stephens,Ashley Johnson,6735484301,34,71,26,39,34,50,34,35,323,103,63.2349537037037,497
HTNO20250490,Alexis Schaefer,Zachary May,9936959446,72,42,41,48,55,43,29,52,382,97,63.15393518518518,498
HTNO20250151,George Walker,Mark Bryant,9605996756,68,39,20,23,51,59,40,31,331,102,63.136574074074076,499
HTNO20250468,Justin Miranda,Ryan Hall,9309045117,68,51,45,55,47,71,43,31,411,94,63.09027777777778,500
HTNO20250158,Kevin Walls,Kevin Stewart,7478434574,71,42,57,51,71,36,57,56,441,91,63.07291666666667,501
HTNO20250044,Mrs. Martha King,John Morrison,7739109075,73,36,47,43,71,53,34,30,387,96,62.91666666666667,502
HTNO20250281,Spencer Harris,Kim Hunt,8022880886,71,64,27,44,57,49,42,43,397,95,62.91087962962963,503
HTNO20250909,Ryan Castro,Alexander Tanner,8109818891,50,50,45,47,52,48,23,41,356,99,62.88773148148148,504
HTNO20250265,Nancy Robinson,Tammy Hansen,9869961514,74,69,35,37,61,57,60,41,434,91,62.748842592592595,505
HTNO20250896,April Miles,Luke Murphy,9922435413,69,32,34,21,68,57,48,44,373,97,62.73726851851852,506
HTNO20250411,Keith Rowland,Joseph Fowler,8272693278,73,57,39,36,65,35,55,41,401,94,62.62731481481481,507
HTNO20250608,Stephanie Peterson,Diane Singh,6914060351,33,65,52,35,43,49,49,34,360,98,62.604166666666664,508
HTNO20250142,Sarah Griffin,Stanley Sanchez,9892940675,33,49,54,47,70,54,22,20,349,99,62.563657407407405,509
HTNO20250979,Jeffrey Irwin,Stephen Montgomery,7834202279,38,65,39,30,49,53,29,44,347,99,62.47106481481482,510
HTNO20250560,Joshua Brown,Yvonne Davis,6033641732,46,43,27,25,34,30,35,26,266,107,62.47106481481482,511
HTNO20250183,Walter Murphy,April Miller,7563650538,74,53,34,57,53,31,39,46,387,95,62.44791666666667,512
HTNO20250076,Rick Ewing,Andrea Lopez,6978898403,49,49,33,52,69,42,42,20,356,98,62.41898148148148,513
HTNO20250398,Erik Kline,Douglas Davis,6565764351,67,42,42,48,67,31,48,41,386,95,62.40162037037037,514
HTNO20250233,Randy Schroeder,Kim Campbell,8431188640,67,36,52,49,57,62,26,37,386,95,62.40162037037037,515
HTNO20250384,Sheri Mendez,Theresa Jenkins,6895467532,62,71,46,36,74,53,54,26,422,91,62.19328703703704,516
HTNO20250373,Brittany Martin,Mr. Larry Bailey MD,6241740594,34,38,31,21,74,55,59,24,336,99,61.96180555555556,517
HTNO20250548,Norma Brown,Nancy Kelly,7996189952,43,68,38,28,31,61,39,47,355,97,61.90393518518519,518
HTNO20250207,Dawn Thornton,Jessica Mcdaniel,8128369180,36,67,51,21,65,70,25,20,355,97,61.90393518518519,519
HTNO20250352,Susan White,Julian Gilbert,6770975478,34,37,38,38,66,52,37,32,334,99,61.86921296296296,520
HTNO20250613,Julie Barber,Mary Lewis,6159461520,35,49,26,56,62,53,35,56,372,95,61.75347222222222,521
HTNO20250385,Mrs. Kerry Jordan,Michael Weaver,8142477708,60,75,58,42,54,62,28,33,412,91,61.730324074074076,522
HTNO20250894,Robert Rose,Olivia Fisher,8438700066,53,50,31,45,35,49,47,51,361,96,61.71296296296296,523
HTNO20250335,Janet Gray,Matthew Rodriguez,9973641179,72,53,20,21,66,67,39,52,390,93,61.64930555555556,524
HTNO20250505,Diane Bass,Donna Davis,8893397863,33,53,31,57,70,52,40,53,389,93,61.60300925925926,525
HTNO20250300,Jacob Bailey,Donald Cunningham,8246046310,72,56,33,56,40,43,23,43,366,95,61.47569444444444,526
HTNO20250998,Manuel Murray,Brian Guzman,8711381050,51,36,27,25,49,65,54,47,354,96,61.388888888888886,527
HTNO20250631,Michael Curry,Ms. Terri Beard,9919050170,37,58,47,34,70,46,37,24,353,96,61.342592592592595,528
HTNO20250861,Jennifer Olson,Chelsea Olsen,9392393346,44,66,40,40,30,54,28,50,352,96,61.2962962962963,529
HTNO20250832,Penny Evans,Norma Wyatt,6745788427,42,44,52,49,56,75,29,23,370,94,61.19212962962963,530
HTNO20250582,John Waller,Sandra Armstrong,8975841573,69,39,36,54,52,59,36,53,398,91,61.082175925925924,531
HTNO20250228,Anthony Weaver,Matthew Anderson,7281669596,34,33,25,36,37,38,24,47,274,103,60.96643518518518,532
HTNO20250374,John Hall,Julie Howard,9473482985,34,49,58,55,72,73,50,34,425,88,60.925925925925924,533
HTNO20250140,Johnny Gutierrez,Sherry Martinez,8007763618,70,55,59,46,68,66,53,20,437,86,60.54398148148148,534
HTNO20250432,Joseph Shields,Michelle Wade,6715877643,37,62,54,38,61,75,29,40,396,90,60.52083333333333,535
HTNO20250193,Timothy Moreno,Mrs. Laura Miller MD,9088158956,57,67,29,34,33,56,48,56,380,91,60.248842592592595,536
HTNO20250603,Cody Lewis,Theresa Williams,6056978178,30,63,37,35,67,64,39,44,379,91,60.2025462962963,537
HTNO20250441,Matthew Garcia,James Walls,9042520343,58,70,29,55,41,57,29,50,389,90,60.19675925925926,538
HTNO20250074,David Camacho,Mr. Douglas Alexander,9072487011,33,44,29,37,65,66,40,32,346,94,60.08101851851852,539
HTNO20250244,Paige Beck,Chelsea Davis,8397621633,59,42,24,30,61,73,30,32,351,93,59.84375,540
HTNO20250534,Tammie Mejia,Daniel Jordan,8017017904,73,56,38,22,67,72,31,49,408,87,59.670138888888886,541
HTNO20250672,Steven Mann,Lisa Bailey,8429014654,69,56,59,32,52,68,40,42,418,86,59.66435185185185,542
HTNO20250845,Carrie Richards,Deborah Duran,8882669670,61,69,46,58,68,60,43,43,448,83,59.64699074074074,543
HTNO20250280,Spencer Bell,Joel Meadows,6472343412,71,66,40,38,34,61,59,58,427,85,59.61226851851852,544
HTNO20250587,Rodney Johnson,Michael Fisher,6107836679,31,62,52,60,62,39,56,33,395,88,59.53703703703704,545
HTNO20250730,Christine Byrd,Valerie Wright,7160710968,50,31,46,44,36,51,39,42,339,93,59.28819444444444,546
HTNO20250447,Christopher Powell,Mary Walters,9697421688,69,68,39,44,41,39,57,52,409,86,59.24768518518519,547
HTNO20250550,Darren Kim,Alicia Cross,9502169786,62,51,40,44,32,49,51,29,358,91,59.230324074074076,548
HTNO20250049,Brent Vasquez,Christy Frank,9466954377,50,31,39,56,57,73,51,50,407,86,59.155092592592595,549
HTNO20250975,Laurie Vasquez,Susan White,9463304766,32,53,42,59,62,41,31,36,356,91,59.13773148148148,550
HTNO20250667,Derek Williams,Mrs. Audrey Novak PhD,9913212450,73,36,45,31,44,33,37,57,356,91,59.13773148148148,551
HTNO20250746,Ashley Anthony,Cody Marshall,8661743367,35,32,31,56,70,36,22,42,324,94,59.0625,552
HTNO20250673,Annette Suarez,Shannon Martinez,9009273819,44,56,35,29,40,39,60,30,333,93,59.01041666666667,553
HTNO20250371,Phillip Barker,Heather George,8009341925,43,56,31,45,43,50,54,31,353,91,58.998842592592595,554
HTNO20250928,Glenn White,James Zavala,7739670734,64,55,52,21,45,69,33,53,392,87,58.92939814814815,555
HTNO20250104,Kristen Armstrong,Tracy Love,9290867079,44,40,40,43,50,55,60,29,361,90,58.90046296296296,556
HTNO20250493,Jessica Weaver,Jonathan Mcclain,6380829728,32,65,24,35,30,54,48,22,310,95,58.88310185185185,557
HTNO20250840,Reginald Salinas,Randall Turner,7857338552,70,69,23,52,59,71,54,43,441,82,58.85416666666667,558
HTNO20250463,Heidi Barrett,Ruben Hall,7096892119,70,55,41,27,55,71,60,21,400,86,58.83101851851852,559
HTNO20250111,Dana Fletcher,Victoria Odom,7348049456,58,48,37,31,57,40,36,21,328,93,58.77893518518518,560
HTNO20250897,Barbara Daniels,Katherine Miller,6377953443,50,30,36,60,58,69,50,44,397,86,58.69212962962963,561
HTNO20250742,Julia Stewart,Sean Payne,8002098758,60,34,49,21,72,69,48,43,396,86,58.64583333333333,562
HTNO20250096,Michael Lopez,Alexandra Brennan,9756158807,42,56,53,55,59,40,50,48,403,85,58.501157407407405,563
HTNO20250230,David Love,Robert Gomez,9655618468,57,36,35,28,64,47,33,52,352,90,58.4837962962963,564
HTNO20250572,Robert Williams,Brittney Perez,8013967716,57,74,49,23,57,46,37,59,402,85,58.454861111111114,565
HTNO20250449,Vincent Howell,Shelly Moore,7667800451,43,58,37,21,43,71,43,45,361,89,58.43171296296296,566
HTNO20250738,Brian Rose,Paige Romero,8177200888,42,60,31,39,63,75,42,37,389,86,58.32175925925926,567
HTNO20250379,Marc Roberts,Nicholas Scott,8373787982,41,49,32,47,30,50,51,38,338,91,58.304398148148145,568
HTNO20250234,Jill Jones,Janet Ortiz,9367435513,45,39,33,35,66,49,35,44,346,90,58.20601851851852,569
HTNO20250175,James Miller,Clinton Mcintosh,6305135328,38,64,27,51,56,56,58,46,396,85,58.17708333333333,570
HTNO20250040,Misty Munoz,William Barry,9308827739,75,47,47,26,52,32,44,25,348,89,57.829861111111114,571
HTNO20250662,Phillip Henderson,Melissa Goodman,9663429420,36,67,60,25,35,37,52,56,368,87,57.81828703703704,572
HTNO20250017,Devin Gutierrez,Samantha Jones,6808767072,55,43,53,43,52,36,45,41,368,87,57.81828703703704,573
HTNO20250295,Sonya Gomez,Christopher Taylor,9658737073,70,42,33,46,61,52,33,60,397,84,57.75462962962963,574
HTNO20250992,Kristy Hopkins,Mr. Steven Miller DDS,6142821955,70,75,60,36,31,31,34,58,395,84,57.66203703703704,575
HTNO20250338,Victoria Bowers,Miguel Shaw,7141758702,44,41,35,33,53,58,60,37,361,87,57.49421296296296,576
HTNO20250989,Peter Smith,Jackson Farmer,8585210361,73,68,28,48,70,37,23,53,400,83,57.42476851851852,577
HTNO20250128,Natalie Underwood,Rachael White,8716434763,56,34,27,35,46,50,27,33,308,92,57.38425925925926,578
HTNO20250169,Marvin Bartlett,Sarah Bell,6147575537,58,36,51,30,56,41,53,23,348,88,57.361111111111114,579
HTNO20250875,Julia Martinez,Jaime Snow,7703302180,59,61,33,42,50,54,31,38,368,86,57.34953703703704,580
HTNO20250799,Stephanie Hughes,Joyce Ritter,9061629043,65,46,22,20,50,53,31,30,317,91,57.332175925925924,581
HTNO20250274,Karen Williams,Devin Jennings MD,8482665218,60,65,43,49,69,41,53,38,418,81,57.32060185185185,582
HTNO20250105,Melissa Rogers,Meghan Haas,8151106105,62,69,60,20,52,42,55,58,418,81,57.32060185185185,583
HTNO20250706,Andrew Bailey,Lisa Blanchard,9921631497,40,44,45,29,30,51,57,40,336,89,57.27430555555556,584
HTNO20250428,Phillip Johnson,Denise Young,7755430696,72,62,31,55,68,71,31,46,436,79,57.21643518518519,585
HTNO20250768,Kerry Hammond,Joshua Stewart,6974910298,69,46,38,34,59,65,37,37,385,84,57.199074074074076,586
HTNO20250162,Larry Hopkins,Jean Phillips,6968180121,59,60,44,40,69,61,48,44,425,80,57.175925925925924,587
HTNO20250785,Jennifer Nicholson,Carlos Robinson,7057865354,66,64,55,54,34,62,21,38,394,83,57.14699074074074,588
HTNO20250638,Angela Gonzales,Ryan Jackson,7526944390,57,69,24,31,34,55,24,59,353,87,57.123842592592595,589
HTNO20250581,Jay Patel,Denise Chavez,9291354910,50,64,21,48,32,44,49,55,363,86,57.11805555555556,590
HTNO20250547,Mr. Kevin Ferguson DDS,Zachary Ross,7137872584,63,71,24,37,56,36,30,22,339,88,56.94444444444444,591
HTNO20250771,Walter Bush,Eric Gomez,6095803397,49,64,58,58,39,64,25,21,378,84,56.875,592
HTNO20250439,Jessica Thomas,David Martinez,7169511548,61,75,31,42,57,70,55,47,438,78,56.84027777777778,593
HTNO20250006,Deborah Williams,Brandi Johnson,8136189836,53,38,55,30,63,71,32,35,377,84,56.82870370370371,594
HTNO20250350,Michael Barker,Vincent Mendoza,8667184839,67,35,44,42,63,66,44,45,406,81,56.7650462962963,595
HTNO20250122,Crystal Hogan,Christopher Robinson,7783493704,72,64,41,59,45,52,41,52,426,79,56.75347222222222,596
HTNO20250632,Mario Miller,Kenneth Daniels,7669143146,45,39,52,53,58,58,23,27,355,86,56.74768518518519,597
HTNO20250748,Taylor Johnson,Cassie Hicks,7390020996,39,67,45,25,68,57,33,41,375,84,56.736111111111114,598
HTNO20250064,Erika Moss,Jeffrey Hayes,9940759858,71,65,23,38,52,73,48,23,393,82,56.63194444444444,599
HTNO20250532,Dustin Schaefer,Robert Brown,8434916831,47,72,41,49,36,75,33,29,382,83,56.59143518518518,600
HTNO20250779,Andrew Carter,Andrew Smith,7198220513,60,75,27,57,40,75,22,55,411,80,56.52777777777778,601
HTNO20250684,Nancy Ramsey,Erin Jones,6094432339,31,53,52,49,40,65,39,59,388,82,56.40046296296296,602
HTNO20250665,Erica Cannon,Craig Bryant,7360876481,37,59,35,60,43,53,36,24,347,86,56.37731481481482,603
HTNO20250892,Julie Bush,John Williams,7360249668,62,53,20,40,33,70,57,52,387,82,56.35416666666667,604
HTNO20250523,Tricia Harrell,Christine Sims,9341785320,73,50,25,22,66,60,40,30,366,84,56.31944444444444,605
HTNO20250307,Glenda Edwards,Lisa Walker,7822601847,67,41,57,29,31,59,40,50,374,83,56.22106481481481,606
HTNO20250406,Cheryl Sharp,Larry Chang,9561409396,31,34,38,44,63,49,24,59,342,86,56.14583333333333,607
HTNO20250712,Kara Ellis,Dustin Torres,8679959808,71,69,56,54,32,61,24,24,391,81,56.07060185185185,608
HTNO20250641,Patrick Patrick,Travis Smith,8675427875,50,52,28,58,47,57,49,49,390,81,56.02430555555556,609
HTNO20250414,Mary Townsend,Keith Hall,6269043086,66,38,47,39,72,45,43,60,410,79,56.01273148148148,610
HTNO20250098,Timothy Scott,Valerie Waller,7371630355,44,58,44,33,35,75,33,26,348,85,55.954861111111114,611
HTNO20250588,Kimberly Collins,Tracey Hall,6795003683,30,56,55,56,44,42,20,43,346,85,55.86226851851852,612
HTNO20250686,Richard Crawford,Sean Brown,9198673467,35,70,40,33,71,44,28,25,346,85,55.86226851851852,613
HTNO20250867,James Carr,Toni Smith,8142910736,73,43,56,46,60,69,60,40,447,75,55.85069444444444,614
HTNO20250605,Laura Bishop,Michael Coleman,7374887266,41,73,60,31,74,64,28,25,396,80,55.83333333333333,615
HTNO20250967,Taylor King,Cheryl Pearson,9402665292,59,32,22,56,64,44,29,27,333,86,55.72916666666667,616
HTNO20250366,Joshua Martinez,Kimberly Harrison,6722358440,62,35,34,57,75,46,25,59,393,80,55.69444444444444,617
HTNO20250593,Joshua Barnes,Kristine Clarke,8318842772,30,64,50,24,40,65,55,32,360,83,55.572916666666664,618
HTNO20250509,Stacy Bryant,Eugene Foster,9445436757,65,57,53,56,67,37,21,44,400,79,55.54976851851852,619
HTNO20250149,William Crane,Ellen Willis,9080277763,58,61,47,40,50,52,54,37,399,79,55.50347222222222,620
HTNO20250075,Charles Krause,Jeremy Stewart,9247234968,38,75,24,57,52,58,40,24,368,82,55.47453703703704,621
HTNO20250838,Christopher Rodriguez,Samuel Martin,7824047290,44,62,43,38,72,57,43,38,397,79,55.41087962962963,622
HTNO20250760,Ronald Gilmore,Loretta Thomas,6113043962,30,56,41,44,51,60,25,57,364,82,55.28935185185185,623
HTNO20250689,Julia Martin,Pamela Cannon,9101161720,48,66,52,48,34,41,52,33,374,81,55.28356481481481,624
HTNO20250213,Carl Porter,Barbara Graham,7065602500,45,41,54,21,46,57,35,33,332,85,55.21412037037037,625
HTNO20250194,Gregory Brown,Heidi Nash,9409271914,31,69,52,28,39,71,60,31,381,80,55.138888888888886,626
HTNO20250716,John Smith,Kimberly Brewer,9110524868,32,38,47,23,49,54,38,58,339,84,55.06944444444444,627
HTNO20250925,James Sawyer,Mrs. Jennifer Tucker,6132810375,60,43,32,42,69,35,47,30,358,82,55.011574074074076,628
HTNO20250020,Amy Delgado,Melissa Alexander,9138816337,36,72,54,41,50,72,28,34,387,79,54.94791666666667,629
HTNO20250522,Dominique Gonzales,Mrs. Karen Ford,9778029719,43,50,49,28,40,75,39,51,375,80,54.861111111111114,630
HTNO20250129,Edwin Anderson,Elizabeth Diaz,6518523041,53,74,55,21,65,68,38,41,415,76,54.83796296296296,631
HTNO20250057,April Rivers,Brandon Paul,6653449239,46,48,28,54,59,55,21,22,333,84,54.79166666666667,632
HTNO20250420,Kimberly Potts,James Hardin,7452950167,63,46,50,25,56,60,43,20,363,81,54.77430555555556,633
HTNO20250394,Kathryn Reyes,Zachary Mcintyre,9116651287,31,36,44,51,58,48,57,56,381,79,54.670138888888886,634
HTNO20250389,Edward Booker,James Castillo,8794787272,42,49,58,38,48,59,60,25,379,79,54.5775462962963,635
HTNO20250195,William White,Robert Jackson,6218841889,59,36,47,33,67,35,47,33,357,81,54.49652777777778,636
HTNO20250650,Jennifer Phillips,Rachel Bell,6851349676,65,45,58,59,72,68,46,45,458,71,54.4849537037037,637
HTNO20250048,Holly Gonzalez,James Stewart,8088646529,48,42,54,56,41,52,45,25,363,80,54.30555555555556,638
HTNO20250144,George Hoover,Amanda Perez,6162397730,39,44,49,40,74,39,48,39,372,79,54.25347222222222,639
HTNO20250061,Angela Lopez,Gabriella Aguilar,9542381330,72,56,58,40,31,59,43,43,402,76,54.236111111111114,640
HTNO20250559,Trevor Webb,William Davis,6399122243,38,39,44,20,54,49,29,47,320,84,54.18981481481481,641
HTNO20250628,Billy Collins DDS,Karen Fischer,7360731318,56,63,36,21,61,68,29,46,380,78,54.155092592592595,642
HTNO20250871,Ryan Mason,Darlene Pena,9724532025,47,73,58,39,59,36,44,24,380,78,54.155092592592595,643
HTNO20250325,Jill Smith,Trevor Oconnor,6044364688,42,49,60,43,44,66,43,53,400,76,54.14351851851852,644
HTNO20250015,Austin Logan,Morgan Taylor,8624402074,61,51,25,52,36,75,36,52,388,77,54.05671296296296,645
HTNO20250109,Sonya Walton,Sarah Howard,7825794830,33,53,50,60,56,73,37,44,406,75,53.9525462962963,646
HTNO20250288,Alejandro Williams,Linda Carter,7805983316,75,55,26,44,66,40,51,37,394,76,53.86574074074074,647
HTNO20250956,Michael Campbell,Tracy Jordan,9369999249,59,74,22,45,42,37,28,36,343,81,53.84837962962963,648
HTNO20250709,Dr. Megan Thompson MD,David Cox,6628712398,66,71,44,47,64,33,24,52,401,75,53.72106481481481,649
HTNO20250101,Mark Robertson,Daniel Mack,8957979819,47,58,20,34,39,56,46,20,320,83,53.72106481481481,650
HTNO20250957,Tina Bell,Debra Smith,6483985054,33,45,29,37,67,66,41,32,350,80,53.7037037037037,651
HTNO20250544,Lisa Larson,Veronica Brown,8569932913,55,70,37,35,64,31,53,35,380,77,53.686342592592595,652
HTNO20250549,Jeremy Nguyen,Carl Hampton,9877231029,69,52,35,32,59,63,31,59,400,75,53.67476851851852,653
HTNO20250726,Aimee Allen,Crystal Brady,8281093138,67,62,35,51,50,47,20,26,358,79,53.605324074074076,654
HTNO20250852,Jason Smith,Kenneth Peterson,8968488355,59,33,47,48,59,57,32,51,386,76,53.49537037037037,655
HTNO20250462,Russell Robbins DVM,Jennifer Gamble,6727652718,32,37,27,47,49,75,26,30,323,82,53.3912037037037,656
HTNO20250376,Richard Everett,Rachel Hughes,6046273739,63,34,57,23,38,70,30,38,353,79,53.373842592592595,657
HTNO20250901,Shawn Vaughn,Mr. Jason Russell DDS,7172331468,55,41,27,54,72,44,30,30,353,79,53.373842592592595,658
HTNO20250224,Darryl Johnson,Kimberly Brown,7496128611,62,71,28,26,75,68,59,55,444,70,53.36805555555556,659
HTNO20250474,Chad Washington,Thomas Rogers,9544734640,42,75,33,50,31,73,22,53,379,76,53.1712962962963,660
HTNO20250481,Sarah Garcia,Sally Allen,9557108626,65,47,50,43,57,75,48,44,429,71,53.142361111111114,661
HTNO20250305,Gerald White,Katie Chen,6127089458,46,45,20,23,65,71,54,41,365,77,52.99189814814815,662
HTNO20250542,Robert Hall,Cassandra Ballard,8688575812,60,58,53,49,62,52,60,31,425,71,52.957175925925924,663
HTNO20250970,Sarah Keith,Matthew Walker,7915543167,60,54,30,33,44,68,23,21,333,80,52.91666666666667,664
HTNO20250541,Meagan Moody,Kenneth Dixon,7536798687,49,52,27,29,30,37,58,60,342,79,52.86458333333333,665
HTNO20250460,Kevin Owens,Tami Griffith,9321573570,70,34,46,20,33,43,30,34,310,82,52.78935185185185,666
HTNO20250264,George Baker,Phillip Lewis,6012708351,50,38,51,44,37,52,44,54,370,76,52.75462962962963,667
HTNO20250492,Daniel Lam,Theresa Ramos,6787061787,71,46,42,56,40,75,47,60,437,69,52.57523148148148,668
HTNO20250403,Elizabeth Roberts,Michelle Johnson,6800839701,65,40,42,50,63,61,21,32,374,75,52.47106481481481,669
HTNO20250498,Lisa George,Douglas Sanchez,7474710615,43,54,43,39,44,66,47,37,373,75,52.42476851851852,670
HTNO20250811,Thomas Beard,Anthony Nelson,9637306863,53,33,35,35,32,61,60,43,352,77,52.3900462962963,671
HTNO20250918,Marvin Wilson,Troy Griffin,6022562943,44,35,60,27,52,67,38,28,351,77,52.34375,672
HTNO20250573,Brittany Welch,Jeffery Wood,8571615400,39,52,40,56,33,66,52,23,361,76,52.33796296296296,673
HTNO20250741,John Smith,Sean Cortez,7874403818,37,43,36,32,61,39,29,43,320,80,52.31481481481481,674
HTNO20250787,Mario Walker,Jennifer Williams,9973930161,63,30,23,38,70,68,56,53,401,72,52.31481481481481,675
HTNO20250177,Richard Nguyen,Tina Thomas,7228390517,65,73,50,34,33,44,34,47,380,74,52.280092592592595,676
HTNO20250383,Jose Wong,Leah Blair,6305521542,34,39,47,31,37,52,25,54,319,80,52.26851851851852,677
HTNO20250173,Kelly Burton,Robert Jackson,8493399446,58,48,25,54,65,44,45,20,359,76,52.24537037037037,678
HTNO20250271,Lisa Mckenzie,William Moore,7407324276,72,49,20,37,58,39,23,48,346,77,52.11226851851852,679
HTNO20250898,Daniel Miller,Sheryl Brown,7012523972,61,57,30,53,33,42,47,33,356,76,52.10648148148148,680
HTNO20250764,John Thompson,Dana Gallagher,6178061378,72,32,46,41,67,39,27,42,366,75,52.10069444444444,681
HTNO20250763,Mark Williams,Michael Wagner,7269440417,57,75,20,38,34,68,44,30,366,75,52.10069444444444,682
HTNO20250953,Stephanie Arellano,Teresa Johnson,6998042144,37,32,36,41,30,50,34,55,315,80,52.083333333333336,683
HTNO20250512,Tracy Lopez,Nicholas Bass,6847289986,41,37,37,54,47,62,41,56,375,74,52.048611111111114,684
HTNO20250821,Roberto Gomez,John Johnson,6800257020,70,48,47,57,58,30,29,35,374,74,52.00231481481481,685
HTNO20250217,Connie Duncan,Nicholas Jennings,6399820940,51,47,60,40,54,56,55,21,384,73,51.99652777777778,686
HTNO20250653,Tamara Williams,Joshua Gilbert Jr.,6015896435,49,56,52,34,43,68,48,54,404,71,51.9849537037037,687
HTNO20250287,Jessica Miller,Kristen Hicks,9675936696,36,46,50,25,69,53,54,30,363,75,51.96180555555556,688
HTNO20250106,Anthony Thomas,Christopher Ramirez,9365674943,53,43,58,39,38,58,32,40,361,75,51.86921296296296,689
HTNO20250569,Jennifer Glenn,Alan Watts,9774830680,72,43,42,42,40,62,40,49,390,72,51.80555555555556,690
HTNO20250792,Sean Bright,Adrienne Schneider,9702602277,69,39,52,51,69,51,28,29,388,72,51.71296296296296,691
HTNO20250539,William Miles,Kenneth Hess,8229371227,72,52,48,44,40,66,25,49,396,71,51.61458333333333,692
HTNO20250929,Richard Harrison,Patricia Garcia,6539851180,54,69,31,57,59,70,48,36,424,68,51.50462962962963,693
HTNO20250517,Peter Lambert,Scott Warner,8869442278,39,62,34,54,53,41,41,38,362,74,51.44675925925926,694
HTNO20250654,James Chavez,Tracy Peters,8625594579,72,62,58,57,70,48,39,47,453,65,51.44097222222222,695
HTNO20250881,Heather Nelson,Kevin Montgomery,8964706784,61,34,47,31,68,33,48,39,361,74,51.40046296296296,696
HTNO20250351,William Lawrence,David Jones,7502670297,39,68,58,39,53,31,29,43,360,74,51.354166666666664,697
HTNO20250135,Brandon Ramsey,Andrea Larson,9179435230,60,37,49,57,35,51,54,57,400,70,51.33101851851852,698
